long,long,float,float,float,float,float,long,long,long,long,long,long,None,long
628,530,441499.28125,123.317672729492,714259.0625,6622.3828125,10141.892578125,500,9,500,11,3,0,,0
629,530,453818.59375,-644.235229492188,719574.5625,5490.33984375,11095.8310546875,500,9,500,11,3,0,,0
631,530,431846.125,3906.72314453125,599822.25,6204.10498046875,9396.9560546875,514,506,514,506,3,0,,0
633,530,420093.3125,271.143035888672,599916.3125,7252.10888671875,11082.80859375,514,506,514,506,3,0,,0
636,530,417894.5,-369.108825683594,589980.1875,7252.10888671875,11082.80859375,514,506,514,506,3,0,,0
637,530,428675.75,758.697265625,582877.625,9915.138671875,14935.3525390625,514,506,514,506,3,0,,0
638,530,410000.5625,892.950622558594,583956.6875,4695.3125,10040.220703125,514,506,514,506,3,0,,0
639,555,0,0,0,37.207218170166,500,500,9,500,11,3,0,,0
640,556,0,0,0,32.2809562683105,32.6070175170898,500,9,500,11,3,0,,0
641,557,0,0,0,99.0025024414063,123.893272399902,500,9,500,11,3,0,,0
642,558,0,0,0,9.90024852752686,10,500,9,500,11,3,0,,0
643,530,507564.875,-166.930953979492,663281.5,3233.513671875,4494.12158203125,533,9,533,11,3,0,,0
645,530,502701,-2314.72534179688,668529.375,4761.26318359375,7240.7021484375,533,9,533,11,3,0,,0
646,530,560657.8125,576.207275390625,655540.8125,4490.80712890625,5917.51220703125,534,9,533,11,3,0,,0
647,530,558247.875,1052.10034179688,648967.6875,4228.5771484375,5409.51025390625,534,9,533,11,3,0,,0
648,530,557646.8125,1255.35522460938,643148.8125,4075.99829101563,5376.54345703125,534,9,533,11,3,0,,0
650,530,502024.90625,1200.31237792969,661353.375,2113.90356445313,2893.36987304688,533,9,533,11,3,0,,0
651,530,534494.375,10810.75,581054.625,6565.83984375,8354.35546875,446,518,446,518,3,0,,0
652,530,526499.125,10361.1435546875,584869.8125,6565.83984375,8354.35546875,446,9,446,11,3,0,,0
653,530,535786.9375,4284.22509765625,599857.6875,2931.35473632813,4604.98779296875,558,518,558,518,3,0,,0
654,530,524561.75,5342.0361328125,599998.9375,2233.115234375,3540.38818359375,558,518,558,518,3,0,,0
655,530,515084.875,7386.8271484375,595262.0625,2446.2294921875,3722.66186523438,558,518,558,518,3,0,,0
657,530,352904.4375,13093.865234375,559088.5625,9908.5,12034.27734375,554,9,554,11,3,0,,0
658,530,420884.09375,9505.787109375,469860.8125,8485.611328125,10797.3037109375,525,9,525,11,3,0,,0
659,530,418191.25,5367.22119140625,536322.4375,5091.56005859375,6458.15673828125,554,9,554,11,3,0,,0
660,530,420771.65625,4747.2861328125,546163.8125,5091.56005859375,6458.15673828125,554,9,554,11,3,0,,0
661,530,363486.34375,13151.1865234375,507643.53125,7111.72705078125,9579.087890625,554,9,554,11,3,0,,0
662,530,440430.34375,10012.7822265625,509485.625,3406.13159179688,4292.5771484375,554,538,554,11,3,0,,0
663,530,530322,3023.96728515625,536448.5625,6141.60546875,7351.60400390625,539,553,539,553,3,0,,0
666,530,506645.4375,4617.25390625,465269.03125,9799.18359375,10262.4453125,552,209,552,209,3,0,,0
667,530,508660.46875,4310.9130859375,455769,5723.3671875,6095.37646484375,552,209,552,209,3,0,,0
668,530,497460.71875,4844.19970703125,468157.625,5951.35693359375,6439.24072265625,552,209,552,209,3,0,,0
669,530,506125.59375,12387.40234375,465533.6875,4833.85546875,5642.01318359375,552,209,552,209,3,0,,0
670,530,497348.90625,5992.5888671875,444466.75,3847.08374023438,5157.80517578125,520,553,520,553,3,0,,0
671,530,500967.75,6135.943359375,444978.5,3864.90942382813,5157.80517578125,520,553,520,553,3,0,,0
672,530,492136.0625,5903.568359375,455220,4014.14184570313,5478.33935546875,520,553,520,553,3,0,,0
673,530,508402.6875,5130.6025390625,489104.375,7080.1396484375,7320.2451171875,552,209,552,209,3,0,,0
674,530,517516.40625,5323.69677734375,497231,3661.166015625,4375.74755859375,520,553,520,553,3,0,,0
675,530,517506.125,5678.60107421875,491884.3125,1847.75805664063,2443.9697265625,520,553,520,553,3,0,,0
676,530,537276.5,2730.94482421875,533753.3125,8176.2734375,9559.974609375,539,553,539,553,3,0,,0
677,530,539937.3125,3233.1005859375,524750.3125,5865.3115234375,6835.630859375,539,553,539,553,3,0,,0
681,530,444946.6875,5559.703125,545614.25,13331.634765625,16417.392578125,504,9,504,11,3,0,,0
682,530,608414.875,2581.22998046875,803332.9375,15714.5908203125,18917.13671875,513,526,513,526,3,0,,0
683,530,502708.3125,12146.798828125,757399,10789.6484375,12946.7392578125,435,441,435,441,3,0,,0
694,530,502878.1875,1820.98803710938,720536.8125,6456.4072265625,8219.056640625,559,526,547,526,3,0,,0
695,530,490256.8125,8.2339506149292,721279.5625,4127.177734375,6664.98828125,435,441,435,441,3,0,,0
702,530,516062.40625,4068.90844726563,732134.125,12695.359375,14526.95703125,563,526,563,526,3,0,,0
703,530,523063.46875,5328.4521484375,716020.125,13929.8251953125,16189.06640625,563,526,563,526,3,0,,0
704,530,535667.125,3755.9287109375,700414.1875,8808.4716796875,13616.4140625,547,526,547,526,3,0,,0
709,530,516585.84375,4092.55493164063,505615.5625,1597.1943359375,2186.99462890625,520,553,520,553,3,0,,0
710,530,518182.9375,5621.416015625,490348.5,1597.1943359375,2186.99462890625,520,553,520,553,3,0,,0
718,530,478507.03125,5792.05078125,512891.625,26186.251953125,30022.75390625,508,553,508,553,3,0,,0
721,530,443501,8639.34765625,488107.65625,13224.1416015625,16380.1767578125,438,9,438,11,3,0,,0
722,540,0,0,0,10.201000213623,12.0508909225464,384,9,384,11,3,0,,0
723,530,275866.6875,2446.37646484375,678830.125,3151.41650390625,4031.91577148438,555,519,555,519,3,0,,0
729,560,0,0,0,9.64321327209473,10,122,123,10,123,3,0,,0
730,560,534647.8125,6071.708984375,530605.125,31564.40625,32422.55078125,557,123,557,123,3,0,,0
732,560,534870.4375,4540.96923828125,550587.875,31564.40625,32422.55078125,557,123,557,123,3,0,,0
734,530,412560.3125,9556.61328125,551829.625,3380.35205078125,4698.96435546875,560,9,560,11,3,0,,0
735,530,415038.875,9750.90625,556669.5,4528.966796875,5659.51318359375,560,9,560,11,3,0,,0
736,530,421424.59375,9610.4541015625,556385.0625,4399.52978515625,5096.67626953125,560,9,560,11,3,0,,0
737,530,426508.40625,9610.02734375,554891.375,3725.17041015625,4812.248046875,560,9,560,11,3,0,,0
742,530,457415,-334.577575683594,759828.5625,11060.8271484375,15961.52734375,500,441,500,441,3,0,,0
743,530,522213.96875,3244.27319335938,751536.3125,4491.68798828125,7184.2294921875,566,9,566,11,3,0,,0
744,530,522358.96875,5254.8330078125,758767.1875,4491.68798828125,7184.2294921875,566,9,566,11,3,0,,0
745,530,554881.1875,5894.1669921875,773539.5,3757.79760742188,5016.21630859375,567,9,567,11,3,0,,0
747,530,438516.6875,9641.0537109375,482983.09375,4123.1064453125,5420.90087890625,568,9,568,11,3,0,,0
750,530,411256.40625,667.064453125,759631.75,9469.9267578125,12900.158203125,500,441,500,441,3,0,,0
751,530,390027.53125,-1156.18249511719,762864,13386.798828125,17055.109375,435,441,435,441,3,0,,0
752,571,0,0,0,32.5814895629883,46.1381301879883,569,648,569,648,3,0,,0
753,560,593093.8125,-5998.5029296875,604070.75,30643.232421875,32722.537109375,557,557,557,557,3,0,,0
754,560,566441.875,-2411.67407226563,585042.1875,20143.330078125,23385.0390625,557,557,557,557,3,0,,0
755,530,436394.6875,-3753.11645507813,735553.1875,7860.12158203125,9113.6904296875,570,9,570,11,3,0,,0
764,530,463117.3125,166.318984985352,778242.625,14698.29296875,16518.53125,500,9,500,11,3,0,,0
765,530,461585.625,124.878372192383,751941.5,2304.36669921875,3056.55834960938,565,441,564,441,3,0,,0
766,530,463290.71875,-169.330841064453,754674.4375,2304.36669921875,3056.55834960938,565,441,564,441,3,0,,0
767,530,500701.875,97.6374816894531,698011.4375,1959.96728515625,2269.80297851563,511,441,511,441,3,0,,0
769,530,502586.25,451.070190429688,696959.8125,2149.17651367188,2574.95922851563,511,441,511,441,3,0,,0
770,530,500118.78125,69.4709167480469,701139.25,1377.57592773438,1629.25756835938,511,441,511,441,3,0,,0
772,530,503144,3967.69384765625,696776.375,2149.17651367188,2574.95922851563,511,441,511,441,3,0,,0
773,530,527212.0625,2852.9521484375,749539.625,2424.14013671875,3191.01416015625,566,9,566,11,3,0,,0
774,530,518697.84375,2878.18481445313,712544.9375,3352.41137695313,3878.68017578125,446,9,446,11,3,0,,0
775,530,522974.5,2698.65771484375,712751.5625,3346.10229492188,3778.0185546875,446,9,446,11,3,0,,0
777,530,526833.8125,3319.1630859375,714231.5625,2447.72631835938,3028.09228515625,446,9,446,11,3,0,,0
778,530,529925.1875,3341.38452148438,715336.375,2141.4521484375,2829.41821289063,446,9,446,11,3,0,,0
779,530,533059.875,3358.1015625,715886.625,2141.4521484375,2829.41821289063,446,9,446,11,3,0,,0
780,530,536498,4133.4560546875,714750.8125,2141.4521484375,2829.41821289063,446,9,446,11,3,0,,0
781,530,539475.75,4220.107421875,712750.25,2141.4521484375,2829.41821289063,446,9,446,11,3,0,,0
782,530,543248.3125,6057.59765625,714147.4375,3461.52661132813,4020.72778320313,446,9,446,11,3,0,,0
783,530,523830.5,3358.06713867188,712531.5625,1311.36364746094,1451.61926269531,446,9,446,11,3,0,,0
784,530,553579.75,6122.2724609375,776642.5625,3757.79760742188,5016.21630859375,567,9,567,11,3,0,,0
793,530,435065.125,9602.6640625,471080.53125,5898.60107421875,7729.64404296875,525,225,525,225,3,0,,0
794,530,403191.40625,-797.694458007813,738078.125,10879.783203125,16263.4150390625,500,9,500,11,3,0,,0
796,530,388829,-844.430969238281,739697.8125,6886.0556640625,9427.451171875,500,9,500,11,3,0,,0
797,530,428857.125,-478.915771484375,716171.6875,5864.85302734375,8680.626953125,500,9,500,11,3,0,,0
798,530,456926.125,-535.244201660156,744196.0625,7714.27490234375,10090.8564453125,500,9,500,11,3,0,,0
799,530,466980.84375,125.087867736816,731351.4375,4181.8388671875,5485.20849609375,500,9,500,11,3,0,,0
803,530,265258,7227.451171875,665639.5625,6926.2783203125,10460.9287109375,575,491,575,491,3,0,,0
809,530,534499.0625,2295.23852539063,728283.3125,958.173950195313,1302.27770996094,566,9,566,11,3,0,,0
810,530,533700.5625,2212.67431640625,726915.25,1026.24572753906,1193.4404296875,566,9,566,11,3,0,,0
811,530,533168.6875,2336.25659179688,725458.6875,1026.24572753906,1193.4404296875,566,9,566,11,3,0,,0
812,530,533590.3125,2339.2421875,724187.3125,1026.24572753906,1193.4404296875,566,9,566,11,3,0,,0
813,530,534962.875,2405.46020507813,724442.625,1026.24572753906,1193.4404296875,566,9,566,11,3,0,,0
814,530,535067.1875,2266.3173828125,726330.125,1026.24572753906,1193.4404296875,566,9,566,11,3,0,,0
815,530,536210.0625,2684.58032226563,725010.6875,1026.24572753906,1193.4404296875,566,9,566,11,3,0,,0
816,530,537788.25,2907.41528320313,726047.5,1026.24572753906,1414.83325195313,566,9,566,11,3,0,,0
817,530,537126.25,2968.22338867188,724335.75,1026.24572753906,1193.4404296875,566,9,566,11,3,0,,0
818,530,538037.25,3190.1474609375,723066.4375,1026.24572753906,1193.4404296875,566,9,566,11,3,0,,0
819,530,539836.3125,3433.49682617188,723018.1875,1026.24572753906,1193.4404296875,566,9,566,11,3,0,,0
820,530,541875.125,3482.8642578125,723003.75,1973.77868652344,2506.84301757813,566,9,566,11,3,0,,0
821,530,536248.625,2582.52075195313,727456.25,958.173950195313,1302.27770996094,566,9,566,11,3,0,,0
825,571,646944.1875,19930.203125,468694.03125,460.771301269531,460.771301269531,792,648,792,648,3,0,,0
828,451,432703.46875,-671.139404296875,487782.25,28191.447265625,31158.19140625,586,586,582,615,3,0,,0
833,530,413720.40625,-46.2980842590332,488081.53125,2749.1708984375,3954.05932617188,587,9,10,11,3,0,,0
835,451,653544.875,-5499.87353515625,558281.5,20072.76953125,22365.978515625,579,9,10,11,3,0,,0
836,451,665848.625,749.504028320313,475713.75,15889.880859375,19357.326171875,579,9,10,11,3,0,,0
862,571,814728.625,27640.009765625,586960.25,108.633209228516,118.671493530273,589,593,678,593,3,0,,0
866,451,574134,-2519.05200195313,801608.75,69096.484375,75262.2265625,766,9,579,11,3,0,,0
867,451,683565.5,-5136.21875,574343,8447.14453125,9473.40625,594,9,594,11,3,0,,0
868,451,682422.8125,-5609.23974609375,562061.875,8447.14453125,9473.40625,594,9,594,11,3,0,,0
869,451,681808.625,-7514.82177734375,549621.625,8447.14453125,9473.40625,594,9,594,11,3,0,,0
874,451,625609.25,8479.3310546875,412447.03125,12485.2333984375,14204.6572265625,596,9,597,11,3,0,,0
879,451,588313.875,9374.712890625,395521.90625,21445.25,23971.677734375,599,602,599,602,3,0,,0
880,530,412309.875,9642.7919921875,470041.625,8485.611328125,10797.3037109375,525,9,525,11,3,0,,0
881,451,498916.90625,110.730453491211,479885.0625,21535.779296875,28335.8359375,600,9,600,11,3,0,,0
882,530,355347.15625,13133.484375,522873.78125,7537.21875,9075.359375,525,9,525,11,3,0,,0
883,530,354999.9375,13187.3134765625,533177.875,7537.21875,9075.359375,525,9,525,11,3,0,,0
884,530,352467.90625,13123.982421875,542284,4590.04931640625,6766.728515625,525,9,525,11,3,0,,0
885,451,937204.75,5248.44091796875,725431.5625,17998.19140625,20095.224609375,601,9,601,11,3,0,,0
886,451,580139.6875,9908.1142578125,494665.25,4982.9306640625,7377.99072265625,589,9,589,11,3,0,,0
887,451,565384.5,-8498.3251953125,929565.6875,42333.33203125,50740.390625,579,9,579,11,3,0,,0
888,451,664705.4375,1791.0810546875,931842.375,19619.001953125,23113.123046875,599,602,599,11,3,0,,0
890,572,554291.125,1161.501953125,568209.3125,37752.14453125,40006.79296875,605,9,605,11,3,0,,0
891,571,773708.75,5853.96337890625,577375.625,4584.4228515625,6689.59619140625,646,647,646,647,3,0,,0
892,571,773505.4375,5920.03857421875,582877.5,4549.55517578125,7852.072265625,646,647,646,647,3,0,,0
893,451,688751.875,-67.0211715698242,922026.25,19668.0390625,25383.291015625,608,602,608,11,3,0,,0
895,451,465949.3125,8109.201171875,990356.125,27497.951171875,29648.333984375,612,9,612,11,3,0,,0
911,451,797000.625,-724.383728027344,893273.375,33798.40625,35711.7734375,614,581,614,581,3,0,,0
912,571,779152.5625,8200.4423828125,598806.0625,4815.88330078125,6717.7626953125,646,647,646,647,3,0,,0
914,571,447564.09375,17545.490234375,473785.125,210.863098144531,215.7490234375,616,648,616,648,3,0,,0
959,571,701965.6875,12413.7080078125,499756.59375,323.870788574219,323.870788574219,672,782,672,782,3,0,,0
987,451,583643.8125,9803.47265625,454571.1875,19254.826171875,32983.8984375,652,613,610,610,3,0,,0
1236,451,656237.0625,334.627777099609,699799.4375,21101.560546875,25790.32421875,645,9,645,11,3,0,,0
1237,451,598784.75,277.078460693359,629979.1875,35197.36328125,35197.36328125,645,9,645,11,3,0,,0
1239,571,753123.3125,5814.8251953125,576834.1875,4736.85888671875,6660.08544921875,650,593,650,593,3,0,,0
1243,451,1192299.375,238.406723022461,1986.19714355469,46.8156776428223,903.738464355469,8,9,10,11,3,0,,0
1368,573,562618.875,-10.1871566772461,444567.53125,377.354156494141,1195.68725585938,8,9,10,11,3,0,,0
1369,573,562486.5625,2134.41137695313,446477.59375,491.103851318359,671.739990234375,8,9,10,11,3,0,,0
1370,573,593669.5,0.000243000002228655,473535.375,5,393.856506347656,8,9,10,11,3,0,,0
1374,571,776828.6875,7477.51953125,541553.125,1888.20349121094,3274.05029296875,653,648,653,648,3,0,,0
1386,571,490559.65625,2662.64379882813,481412.15625,17078.015625,23777.890625,732,648,732,648,3,0,,0
1400,580,0,0,0,411.901275634766,671.780822753906,379,9,503,11,2,0,,0
1401,580,573742.625,3243.29809570313,563160.75,2130.50952148438,2219.3291015625,657,9,10,11,3,0,,0
1402,580,571478.0625,3003.43432617188,564281.375,961.792602539063,1576.28369140625,657,9,10,11,3,0,,0
1403,580,572506.1875,3239.25634765625,565628.9375,1135.40832519531,1504.3017578125,657,9,10,11,3,0,,0
1404,580,566142.125,919.45751953125,559601.5625,2599.86108398438,3918.96704101563,658,9,10,11,3,0,,0
1406,571,763122,9853.177734375,552863.75,5012.60205078125,6002.81689453125,661,593,661,593,3,0,,0
1407,571,763740.375,7769.021484375,546028.8125,5012.60205078125,7547.90869140625,661,593,661,593,3,0,,0
1408,571,798348.8125,8524.3193359375,535665.6875,1742.80578613281,2603.32592773438,664,9,664,11,3,0,,0
1409,571,814335.6875,6704.06640625,579834.375,4724.84619140625,7907.314453125,661,593,661,593,3,0,,0
1410,571,805625.9375,6461.86669921875,560730,3554.29077148438,6160.07080078125,661,593,661,593,3,0,,0
1411,571,728622.5625,5914.95166015625,531245.0625,6084.9755859375,8796.6875,665,9,665,11,3,0,,0
1414,571,743336.5,1076.35986328125,556642.9375,3485.38745117188,4516.82861328125,666,593,666,593,3,0,,0
1417,571,738357,2793.73608398438,553553.6875,1705.40344238281,2222.17407226563,666,9,666,11,3,0,,0
1423,571,738411,1900.36108398438,557341,3485.38745117188,4516.82861328125,666,593,666,593,3,0,,0
1424,571,731905.3125,539.997924804688,557956.625,4092.99853515625,4854.42138671875,666,593,666,593,3,0,,0
1425,571,733650,1413.31591796875,552801.375,2990.02465820313,3392.84545898438,666,9,666,11,3,0,,0
1426,571,738988.5625,1381.62658691406,560163.8125,3106.85791015625,3821.27001953125,666,9,666,11,3,0,,0
1427,451,271680.09375,0.00068599998485297,584100.375,1195.64819335938,1849.27758789063,668,9,10,11,3,0,,0
1435,571,747734.875,5622.048828125,574613.5,4736.85888671875,6660.08544921875,650,593,650,593,3,0,,0
1436,571,833891.4375,612.343444824219,547003.4375,5198.93505859375,8173.8798828125,669,593,669,593,3,0,,0
1447,573,563164.125,-45.0799446105957,445918.375,5,872.862487792969,8,9,10,11,3,0,,0
1448,573,562329.5625,80.5677108764648,446811.9375,100,500,8,9,10,11,3,0,,0
1450,573,563325.3125,-85.7022247314453,445817.875,100,500,8,9,10,11,3,0,,0
1452,574,0,0,0,5,158.443786621094,589,593,589,593,3,0,,0
1453,571,750246.375,-34261.79296875,514087.28125,3619.32690429688,3619.32690429688,671,9,671,11,3,0,,0
1455,451,968006.4375,130.489868164063,404630.53125,19424.3671875,21246.30859375,673,9,673,11,3,0,,0
1457,451,887267.8125,2712.69970703125,868590.75,4311.541015625,5745.71240234375,674,9,10,11,3,0,,0
1458,451,904975.8125,2705.6220703125,868714.75,4605.31396484375,6045.86328125,675,9,10,11,3,0,,0
1483,451,297952.8125,24.9063835144043,684290.625,2495.6337890625,5528.23486328125,677,9,677,11,3,0,,0
1484,585,0,0,0,10.0407762527466,10.0407762527466,655,9,655,11,3,0,,0
1486,451,935992.0625,324.038635253906,408132.75,19424.3671875,21246.30859375,683,9,673,11,3,0,,0
1487,575,0,0,0,26.4382629394531,29.213285446167,678,9,678,11,3,0,,0
1496,451,318348.75,4654.9921875,635562.1875,13112.2607421875,13540.0087890625,655,9,10,11,3,0,,0
1501,571,1083368.5,4878.2431640625,965532.375,5654.07080078125,6897.70361328125,792,705,792,705,3,0,,0
1502,571,560816.125,4807.5185546875,457401.0625,3335.01782226563,5532.07861328125,681,9,681,11,3,0,,0
1503,571,563945.8125,5140.275390625,456803.34375,2056.4267578125,4292.77392578125,681,9,681,11,3,0,,0
1504,451,938341.0625,4975.912109375,381227.09375,19424.3671875,21246.30859375,683,9,673,11,3,0,,0
1505,571,562315.375,343.832092285156,423006.75,4951.83984375,8199.5205078125,682,9,10,11,3,0,,0
1506,571,564935.0625,520.761901855469,428785.375,4951.83984375,8199.5205078125,682,9,10,11,3,0,,0
1585,451,48599.79296875,1758.32763671875,30559.25,487.1884765625,689.419311523438,2,9,10,11,3,0,,0
1586,451,45958.421875,1268.43115234375,30724.318359375,487.1884765625,689.419311523438,8,9,10,11,3,0,,0
1589,571,706364.5,25894.7578125,416086,339.220245361328,339.220245361328,683,783,683,783,3,0,,0
1600,451,635240.1875,-0.000172000000020489,599430.6875,6197.07470703125,8016.0517578125,8,9,10,11,3,0,,0
1601,451,636755.4375,0.000668000022415072,597222.6875,2720.53173828125,3760.1103515625,8,9,10,11,3,0,,0
1606,530,869699.75,766.485656738281,175374,9935.0615234375,11873.6181640625,686,380,687,380,2,0,,0
1607,595,0,0,0,157.484176635742,419.890014648438,690,387,691,387,4,0,,0
1609,451,409435.125,-7925.8701171875,988472.375,38162.546875,42347.12890625,618,9,10,11,3,0,,0
1610,597,0,0,0,1722.19152832031,2367.83081054688,694,693,693,693,694,0,,0
1617,451,579823.6875,30910.990234375,190919.3125,127511.3828125,142004.46875,700,699,699,699,3,0,,0
1618,451,890075.1875,9372.7724609375,210634.25,139363.53125,140420.140625,700,699,699,699,3,0,,0
1619,451,330366.78125,9938.943359375,216125.671875,116066.0234375,151329.71875,700,699,699,699,3,0,,0
1620,451,348200.8125,11302.8271484375,992552.9375,2909.0439453125,4598.9697265625,701,9,10,11,3,0,,0
1631,571,738023,13530.5634765625,387926.65625,19345.708984375,26970.060546875,703,783,703,783,3,0,,0
1633,571,778159.6875,15871.1572265625,360212.78125,20391.23046875,27784.9921875,755,783,805,783,3,0,,0
1635,451,507751.0625,1503.39428710938,1004258.375,14886.697265625,16026.5673828125,683,9,10,11,3,0,,0
1636,571,762102.0625,13530.5615234375,407833.65625,22460.193359375,28914.810546875,703,783,703,783,3,0,,0
1638,571,565711.5,4657.40087890625,504530.28125,7106.4765625,9259.2109375,792,705,792,705,3,0,,0
1639,598,0,0,0,109.080009460449,1944.49084472656,379,380,503,380,2,0,,0
1640,451,395011.15625,2061.51953125,929508.1875,14743.765625,29343.3671875,708,708,712,698,3,0,,0
1642,451,300540.03125,2.24547410011292,852251.125,13312.50390625,16237.4140625,710,708,708,11,3,0,,0
1643,571,612533.5,-67.227409362793,513169.4375,5212.869140625,6432.88720703125,711,593,711,593,3,0,,0
1644,571,687335.3125,11733.119140625,391987.5625,5156.244140625,8610.0107421875,704,783,704,783,3,0,,0
1645,571,674426,11905.962890625,428208.34375,4133.84912109375,5578.46044921875,704,783,704,783,3,0,,0
1646,451,425847.21875,911.335815429688,919869.875,23184.8125,32419.904296875,708,9,10,11,3,0,,0
1647,451,259880.6875,1989.45190429688,853005,9691.0380859375,13129.1796875,710,9,10,11,3,0,,0
1648,571,629001.5,4040.7529296875,466544.1875,4912.8662109375,5959.32177734375,717,715,715,715,3,0,,0
1673,595,550687.5,4861.22998046875,524437.6875,3515.1142578125,4301.27587890625,720,9,720,11,3,0,,0
1674,571,626946.875,4704.29248046875,512112.4375,5940.25390625,8271.5810546875,735,648,735,648,3,0,,0
1677,451,1201498.625,0.000136999995447695,1200953.625,723.13427734375,991.704223632813,701,9,10,11,3,0,,0
1679,571,595786.875,696.687622070313,502831.03125,5725.39794921875,7005.75048828125,726,9,726,11,3,0,,0
1680,451,1209984.75,7075.92724609375,112829.609375,21681.744140625,23883.53125,379,9,379,11,3,0,,0
1681,571,580052.5625,2029.4677734375,478701.96875,8425.0009765625,10994.640625,729,730,729,11,3,0,,0
1682,451,967240.8125,0.000226999996812083,276543.21875,25807.392578125,34193.66015625,650,9,10,11,3,0,,0
1686,585,644158.1875,-2457.2294921875,614739.1875,7385.6962890625,9107.619140625,686,9,687,11,3,0,,0
1687,580,592195.625,903.598571777344,560698.125,7024.22265625,8806.3310546875,686,9,686,11,3,0,,0
1688,571,406414.5,-2585.841796875,434964.375,11465.212890625,14024.4208984375,723,9,723,11,3,0,,0
1689,571,416956.5625,-1521.75317382813,442510.375,5794.40576171875,8125.32666015625,723,9,723,11,3,0,,0
1690,571,400599.3125,-1737.48828125,410862.1875,10431.1083984375,13465.958984375,723,739,723,739,3,0,,0
1691,571,596257.125,-263.714263916016,459555.75,4497.017578125,5809.49169921875,737,9,737,11,3,0,,0
1694,571,524496,-546.80126953125,493844.15625,6452.4296875,8053.13134765625,726,9,726,11,3,0,,0
1697,578,0,0,0,803.057495117188,803.057495117188,820,9,820,11,3,0,,0
1698,571,460607.53125,-1719.00708007813,386761,4227.56689453125,5237.8291015625,743,807,743,807,3,0,,0
1699,571,452114.65625,-1514.96105957031,378192.09375,2572.47875976563,3526.6767578125,743,807,743,807,3,0,,0
1700,571,415057.21875,-3243.0263671875,430759,3116.34985351563,3963.89990234375,744,739,744,739,3,0,,0
1701,571,534956.6875,4566.13330078125,473053.6875,11231.166015625,14415.953125,745,747,745,747,3,0,,0
1702,451,258869.109375,-3.89999986509793E-5,644396.875,7028.35107421875,8777.5361328125,746,9,746,11,3,0,,0
1703,571,576310.5625,2489.95947265625,349945.125,819.400634765625,819.400634765625,748,648,779,648,3,0,,0
1704,571,685458.0625,7433.1357421875,462305.6875,3966.05200195313,5184.11083984375,749,782,749,782,3,0,,0
1708,451,84636.09375,17997.712890625,657321.625,50565.81640625,55935.08203125,748,9,748,11,3,0,,0
1709,451,82106.328125,26281.37109375,720957.8125,54286.8515625,64284.2734375,748,9,748,11,3,0,,0
1710,451,80647.125,23426.482421875,813044.6875,55090.7109375,63534.1953125,748,9,748,11,3,0,,0
1711,600,0,0,0,9.70298862457275,22.4146194458008,754,9,683,11,3,0,,0
1730,571,363079.625,16471.962890625,474827,24414.46484375,26112.44921875,660,9,660,11,3,0,,0
1733,451,47767.7109375,1333.61169433594,28439.34375,498.059539794922,498.059539794922,701,9,10,11,3,0,,0
1740,571,614564.5625,16024.3154296875,417372.40625,178.083068847656,178.083068847656,765,796,765,796,3,0,,0
1747,451,1008085.5,-3.0999999580672E-5,1200961.5,33.119270324707,4591.20849609375,8,9,10,11,3,0,,0
1752,451,553215,4226.8916015625,738210.625,18808.98828125,21709.216796875,8,9,10,11,3,0,,0
1753,451,662404.875,-4.01204109191895,662211.5,10810.3447265625,11389.123046875,763,9,10,11,3,0,,0
1761,451,469669.625,-41165.890625,797723.6875,64651.28125,423275.90625,579,9,579,11,3,0,,0
1763,0,832692.1875,2992.30224609375,545634.0625,46080,59513,56,37,444,37,4,0,,0
1764,609,806303.8125,2651.77685546875,554154.625,5428.4833984375,7437.109375,776,33,776,33,3,775,,0
1766,609,828800.25,4557.0224609375,556538.25,18286.77734375,21453.798828125,12,33,12,33,3,775,,0
1767,609,833969.9375,916.575378417969,541949.8125,18286.77734375,21453.798828125,12,33,12,33,3,775,,0
1768,609,0,0,0,56.2141418457031,438.589080810547,56,45,56,45,3,775,,0
1769,615,0,0,0,102.012519836426,173.461563110352,767,9,10,11,3,0,,0
1771,609,815224.25,17858.142578125,526100.0625,8941.7548828125,10883.1806640625,748,9,10,11,3,0,,0
1773,616,0,0,0,23262.19140625,30725.8828125,8,9,8,11,3,8,,0
1775,571,596329.375,14594.8212890625,372269.65625,8101.279296875,9128.9853515625,774,9,774,11,3,0,,0
1777,571,652257.9375,51300.203125,352937.28125,485.788238525391,492.141571044922,810,9,810,11,3,810,,0
1778,609,820136,6961.67236328125,500351.40625,7941.69140625,8990.212890625,775,9,775,11,3,0,,0
1780,571,438097.125,-285.939300537109,377071.15625,4199.32421875,5579.0205078125,650,739,650,739,3,777,,0
1781,571,382122.9375,1563.36975097656,528116.75,3326.77026367188,4121.5234375,778,9,778,11,3,0,,0
1782,571,381458.4375,1508.00537109375,523647.6875,3206.85131835938,3968.98950195313,778,9,778,11,3,0,,0
1783,571,380469.875,1518.38598632813,518809.28125,3541.77465820313,4256.22998046875,778,9,778,11,3,0,,0
1784,571,383065.375,1636.8291015625,530488.8125,3326.77026367188,4121.5234375,778,9,778,11,3,0,,0
1786,571,493124.5625,24844.22265625,372541.03125,10741.9736328125,13482.0908203125,774,9,774,11,3,0,,0
1789,619,0,0,0,99.0025024414063,119.270988464355,811,9,795,11,3,0,,0
