long,long,long,long,long,long,long,long,long,long,long,long,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float
1247,3,0,1440,2870,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.949999988079071,0.949999988079071,0.949999988079071,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1248,3,0,1440,2870,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1249,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,8000,8000,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1250,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-1,-1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1251,3,0,1440,2870,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1252,3,0,1440,2870,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0,0,0,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1253,3,0,1440,2870,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.949999988079071,0.949999988079071,0.949999988079071,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1254,3,0,1440,2870,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1255,6,0,360,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,48000,48000,48000,48000,48000,48000,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1256,6,0,360,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.5,0.5,0.699999988079071,0.699999988079071,0.560000002384186,0.540000021457672,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1257,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,1,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1258,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.5,0.5,0.5,0.5,0.5,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1259,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.949999988079071,0.949999988079071,0.949999988079071,0.949999988079071,0.949999988079071,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1260,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,1,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1261,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,5000,8000,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1262,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-1,-1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1263,0,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1264,0,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1265,0,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1266,0,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1267,6,0,360,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,32000,32000,32000,32000,32000,32000,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1268,6,0,360,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.5,0.5,0.5,0.800000011920929,0.5,0.5,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1269,6,0,360,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,1,1,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1270,6,0,360,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.5,0.5,0.5,0.5,0.5,0.5,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1271,6,0,360,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.949999988079071,0.949999988079071,0.949999988079071,0.949999988079071,0.949999988079071,0.949999988079071,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1272,6,0,360,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,1,1,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1273,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,12000,15000,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1274,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-0.5,-0.5,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1275,0,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1276,0,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1277,0,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1278,0,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1279,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,20000,20000,20000,20000,20000,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1280,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0,0.699999988079071,0.699999988079071,0.349999994039536,0.233333006501198,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1281,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,1,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1282,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.5,0.5,0.5,0.5,0.5,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1283,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.949999988079071,0.949999988079071,0.949999988079071,0.949999988079071,0.949999988079071,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1284,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,1,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1285,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,9000,9000,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1286,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-1,-1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1287,5,0,1440,1920,2160,2400,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,1,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1288,5,0,1440,1920,2160,2400,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.5,0.5,0.5,0.5,0.5,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1289,5,0,1440,1920,2160,2400,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.949999988079071,0.949999988079071,0.949999988079071,0.949999988079071,0.949999988079071,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1290,5,0,1440,1920,2160,2400,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,1,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1291,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,3000,3000,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1292,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-0.5,-0.5,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1293,3,0,1440,2870,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1294,3,0,1440,2870,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.5,0.5,0.400000005960464,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1295,3,0,1440,2870,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.949999988079071,0.949999988079071,0.949999988079071,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1296,3,0,1440,2870,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1297,6,0,360,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,12000,12000,13000,14000,12000,12000,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1298,6,0,360,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.100000001490116,-0.25,0.100000001490116,0.600000023841858,0.25,0.200000002980232,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1299,6,0,360,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,1,1,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1300,6,0,360,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.5,0.5,0.5,0.5,0.5,0.5,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1301,6,0,360,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.949999988079071,0.949999988079071,0.949999988079071,0.949999988079071,0.949999988079071,0.949999988079071,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1302,6,0,360,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,1,1,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1303,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,13000,14000,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1304,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0,0,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1305,3,0,1440,2870,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1306,3,0,1440,2870,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.5,0.5,0.400000005960464,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1307,3,0,1440,2870,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.949999988079071,0.949999988079071,0.949999988079071,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1308,3,0,1440,2870,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1309,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,12000,15000,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1310,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-0.5,-0.5,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1311,0,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1312,0,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1313,0,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1314,0,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1315,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,14000,14000,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1316,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0,0,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1317,2,1440,2870,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1318,2,1440,2870,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.5,0.5,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1319,2,1440,2870,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.949999988079071,0.949999988079071,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1320,2,1440,2870,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1321,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,12000,13000,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1322,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-1,-1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1323,0,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1324,0,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1325,0,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1326,0,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1327,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,7000,7000,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1328,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0,0,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1329,2,1440,2870,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1330,2,1440,2870,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.5,0.5,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1331,2,1440,2870,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,0.949999988079071,0.949999988079071,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1332,2,1440,2870,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,1,1,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1333,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,3000,3000,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1334,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-0.5,-0.5,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
1335,0,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176,-107374176
