long,long,flags,long,long,long,long,long,long,long,long,long,long,long,long,long,long,None,flags,flags,flags,flags,flags,flags,flags,flags,flags,flags,long,flags,flags,long,flags,None
5661,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x585858,0x585858,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5662,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xE0F7FF,0xC7ECFF,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5663,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x164048,0x164048,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5664,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x164466,0x164466,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5665,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5666,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x303A,0x303A,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5667,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5668,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5669,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x1E303E,0x3B3A32,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5670,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x1317,0x2835,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5671,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x426586,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5672,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x426586,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5673,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x1E3D4C,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5674,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x356B88,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5675,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x36708E,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5676,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x38718D,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5677,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x4284A6,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5678,2,0x5A0,2870,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x31667F,0x122630,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5679,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x426586,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5680,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x5B809E,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5681,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x526A7B,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5682,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x40657D,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5683,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5684,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5685,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5686,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5687,2,0x5A0,2870,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x256F61,0x123733,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5688,2,0x5A0,2870,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x31667F,0x122630,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5689,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x416A8A,0x5388B1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5690,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x152D45,0x1A3855,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5691,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x4252,0x4A5C,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5692,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x4151,0x556A,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5693,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x714C96,0x714C96,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5694,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x3F54,0x4A65,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5695,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x3F54,0x4B64,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5696,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x2D3C,0x3446,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5697,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x585858,0x585858,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5698,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xE0F7FF,0xC7ECFF,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5699,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x164048,0x164048,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5700,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x164466,0x164466,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5701,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5702,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x303A,0x303A,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5703,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5704,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5705,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x1E303E,0x3B3A32,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5706,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x1317,0x2835,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5707,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x5E99C6,0x82B9DE,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5708,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x1A3855,0x406589,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5709,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x4C69,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5710,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x566B,0xCEFB,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5711,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x157D9D,0x28E6FF,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5712,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x799A,0xFCFF,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5713,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x46182,0x46182,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5714,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x536F,0x759D,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5715,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x585858,0x6E6E6E,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5716,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xE0F7FF,0xC7ECFF,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5717,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x22616D,0x478EA8,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5718,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x164466,0x354E,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5719,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5720,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x303A,0x5B7C,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5721,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5722,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5723,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x1E303E,0x3B3A32,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5724,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x1317,0x2835,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5725,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x426586,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5726,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x426586,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5727,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x1E3D4C,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5728,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x356B88,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5729,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x36708E,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5730,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x38718D,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5731,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x4284A6,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5732,2,0x5A0,2870,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x31667F,0x122630,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5733,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x426586,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5734,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x5B809E,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5735,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x526A7B,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5736,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x40657D,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5737,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5738,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5739,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5740,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5741,2,0x5A0,2870,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x256F61,0x123733,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5742,2,0x5A0,2870,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x31667F,0x122630,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5743,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x2C84B6,0xA2889D,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5744,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x32243A,0x503F4F,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5745,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x7DF5CD,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5746,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x309A64,0x2A453F,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5747,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x1F4D35,0x507262,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5748,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x17382A,0x6EBCAF,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5749,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x202E21,0x605C72,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5750,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x232627,0x231C25,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5751,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x5A5A5A,0x424242,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5752,3,0x0,1440,2870,0,0,0,0,0,0,0,0,0,0,0,0,,0xB5F3BC,0xC3EAC3,0xB9F7BF,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5753,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xE0E0E,0x386B54,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5754,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5755,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5756,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x303A,0x5B7C,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5757,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x302815,0x584434,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5758,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x191419,0x231C25,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5759,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x251F10,0x524031,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5760,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x191419,0x231C25,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5761,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x426586,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5762,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x426586,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5763,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x1E3D4C,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5764,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x356B88,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5765,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x36708E,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5766,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x38718D,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5767,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x4284A6,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5768,2,0x5A0,2870,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x255C5C,0xD2525,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5769,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x426586,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5770,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x5B809E,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5771,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x526A7B,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5772,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x40657D,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5773,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5774,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5775,2,0x5A0,2870,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x40657D,0x253D4C,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5776,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5777,2,0x5A0,2870,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x3AA790,0x1C5246,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5778,2,0x5A0,2870,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x255C5C,0xD2525,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5779,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x735F53,0xA66421,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5780,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x223218,0x2D4600,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5781,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x250C00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5782,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x151B08,0x814400,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5783,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x171D00,0xA46119,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5784,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x322900,0xD19136,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5785,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x231F00,0x7C4F17,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5786,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x2B2400,0x7C4D11,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5787,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x747474,0x4D4D4D,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5788,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xFFAF67,0xFFF3D8,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5789,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x464200,0xC87F38,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5790,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x381700,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5791,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5792,1,0x5A0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x351B00,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5793,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x373D00,0xA07D12,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5794,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x373D00,0x544412,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5795,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x373D00,0xA07D12,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5796,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x373D00,0x544412,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5797,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x232712,0x5C4425,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5798,2,0x0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,,0xB0D06,0x19120A,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5799,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
5800,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0x0,0x0,0,0x0,
